ID,LABEL,OBSTRUCTION
ulm_000067_000019,21 21 21 21 13 8 17 17 17 17 26 21 17 8 17 17 26 26 26 26 26 17 17 26 17 17 17 17 26 13 17 21 17 17 17 17 17 17 17 17 17 ,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 
munster_000008_000019,21 17 17 26 26 26 26 26 17 17 26 26 26 26 26 26 21 26 26 26 26 26 21 13 12 21 17 26 26 17 26 26 26 26 21 8 21 26 26 21 12 21 17 26 26 ,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 1 0 1 0 0 
hanover_000000_029769,21 10 26 17 17 17 17 26 26 17 26 8 21 17 17 33 17 17 17 17 26 17 17 17 17 26 8 8 17 17 17 17 21 17 17 17 17 17 17 17 17 26 17 17 21 17 17 21 26 12 12 17 17 17 17 17 17 17 17 17 17 17 17 33 ,0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 1 1 1 1 0 0 0 0 0 1 1 1 1 1 
monchengladbach_000000_032540,21 8 21 21 21 21 21 21 21 21 21 21 17 17 17 8 8 17 8 17 17 17 17 17 17 8 17 ,0 0 0 1 1 0 0 1 1 0 0 1 1 1 1 0 0 1 0 1 1 1 1 1 1 0 1 
stuttgart_000146_000019,21 21 8 8 21 21 17 26 26 26 26 26 26 17 26 17 26 26 26 ,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 
strasbourg_000000_033747,8 26 8 26 26 21 17 13 21 13 21 21 8 21 13 26 26 26 26 26 26 26 33 33 33 33 33 13 33 17 17 17 17 17 21 21 ,0 0 0 0 0 1 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 1 1 1 1 0 1 1 1 1 1 1 0 0 
bremen_000187_000019,8 8 8 8 21 21 26 26 18 21 26 26 26 26 26 21 17 17 17 17 17 21 17 13 17 21 ,0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1 1 1 1 1 0 0 0 1 1 1 
weimar_000029_000019,8 8 21 17 33 26 26 26 26 17 26 26 21 17 17 17 17 17 21 21 33 ,0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
frankfurt_000001_023769,8 8 21 8 8 17 17 21 17 17 17 17 17 17 26 26 26 21 17 26 26 26 26 17 17 17 17 17 17 21 17 26 26 17 17 17 26 21 26 26 26 ,0 0 0 0 0 0 1 1 1 1 1 1 0 0 0 0 0 1 0 0 0 0 0 1 1 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 
strasbourg_000000_029051,17 8 8 8 21 26 17 26 26 17 17 17 17 ,0 0 0 0 0 0 0 0 0 1 1 1 1 
hamburg_000000_047220,8 21 17 17 17 17 17 26 21 17 26 17 26 17 26 26 26 26 21 17 17 17 26 17 26 26 26 17 17 17 33 21 26 21 21 21 33 17 17 17 21 21 21 17 21 21 21 21 21 21 21 21 17 17 21 21 21 13 21 21 21 8 21 33 33 17 33 17 17 33 17 33 17 33 17 33 17 17 33 17 33 17 33 17 17 33 17 33 17 33 33 17 17 ,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 0 1 0 1 1 1 1 
hamburg_000000_045437,8 21 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 26 26 33 26 26 8 26 26 26 26 17 17 26 26 26 26 17 26 26 17 17 ,0 1 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
frankfurt_000001_030067,8 21 8 8 17 21 17 26 17 26 17 17 26 26 26 26 26 21 26 26 26 26 26 26 26 17 26 26 17 17 21 26 17 26 26 17 21 17 17 17 17 12 17 17 17 13 ,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 
stuttgart_000171_000019,21 21 8 21 21 21 17 17 26 26 21 17 17 21 17 26 26 26 8 17 17 17 18 17 21 17 26 26 26 26 26 26 26 17 17 18 17 17 26 26 17 26 8 17 ,0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
jena_000079_000019,8 8 17 33 17 17 21 17 33 17 21 17 ,0 0 0 1 1 1 1 1 1 1 1 1 
frankfurt_000001_055172,8 17 17 17 33 ,0 0 1 1 1 
hanover_000000_056142,17 8 8 21 26 17 17 26 33 17 17 17 33 17 17 17 17 17 17 17 17 17 26 26 26 17 17 26 26 17 17 17 26 17 17 17 17 26 26 17 17 17 17 17 17 17 17 17 17 17 17 26 17 ,0 0 0 0 0 0 0 0 1 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 
frankfurt_000001_046126,8 8 21 12 21 17 17 21 17 17 33 17 17 33 17 17 26 26 26 26 26 17 17 17 17 17 17 17 21 17 17 17 17 17 21 33 ,0 0 1 1 0 0 1 1 0 1 1 1 1 1 1 1 0 0 0 0 0 0 1 1 1 1 1 1 0 1 1 1 1 1 0 1 
stuttgart_000065_000019,21 8 21 8 21 21 17 8 26 26 26 26 26 26 26 26 26 26 26 21 21 17 26 26 26 ,1 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
aachen_000158_000019,8 8 21 21 21 17 17 21 17 26 26 26 21 17 26 17 21 17 26 17 13 17 21 ,0 0 0 1 1 0 0 0 0 0 0 0 1 1 0 1 1 1 0 0 1 1 0 
dusseldorf_000018_000019,21 8 17 17 21 17 21 26 17 26 26 26 26 26 21 21 17 21 17 17 26 26 26 17 17 8 26 17 17 17 26 26 26 26 26 21 21 26 26 17 33 33 17 21 21 17 33 17 21 21 21 17 17 8 17 17 17 26 ,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 1 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 0 0 1 1 0 1 1 1 0 
strasbourg_000001_011617,17 21 17 17 8 12 17 17 17 17 17 17 8 17 26 26 17 17 26 17 17 26 26 21 13 17 17 17 17 17 17 17 17 17 17 17 17 17 26 17 26 26 17 26 17 26 26 26 ,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 0 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 
strasbourg_000001_018155,8 8 21 21 13 13 17 17 17 21 17 26 26 26 26 26 26 26 21 17 8 ,0 0 1 0 0 1 1 1 1 1 1 0 0 0 0 0 0 0 1 1 0 
hanover_000000_025437,17 17 17 17 8 8 8 21 21 21 17 17 17 17 17 17 17 17 26 26 26 21 17 26 26 17 17 17 26 17 26 17 26 26 26 26 26 33 17 33 17 17 21 17 33 33 ,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 
tubingen_000039_000019,21 21 8 21 17 17 17 26 26 26 21 17 26 26 17 26 26 26 21 8 12 21 26 26 26 26 26 26 ,0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 
dusseldorf_000159_000019,8 8 17 21 21 26 8 12 17 26 26 26 26 26 26 17 17 17 17 21 12 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 26 26 26 26 26 26 26 26 17 17 17 17 17 17 ,0 0 0 1 0 0 0 1 1 0 0 0 0 0 0 1 1 1 1 1 1 1 1 0 1 1 1 1 1 0 1 1 1 1 0 1 0 0 0 0 0 0 0 0 1 0 1 1 1 1 
frankfurt_000000_013942,8 8 21 17 17 26 17 17 12 12 13 8 17 33 21 21 12 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 26 26 17 17 17 17 17 21 17 17 17 17 17 17 17 17 17 17 17 17 17 17 ,0 0 0 0 1 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 1 0 0 1 0 1 1 1 1 1 1 1 1 1 1 1 
erfurt_000086_000019,21 8 8 8 21 21 12 21 26 26 17 26 17 21 17 17 21 17 17 17 17 17 17 17 17 26 26 17 26 26 21 26 21 17 21 26 26 26 17 26 26 17 17 17 17 17 21 17 21 ,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 0 1 1 1 1 1 1 1 0 
aachen_000019_000019,21 12 21 21 17 33 21 21 17 17 17 17 17 17 8 21 33 33 17 26 ,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 
strasbourg_000001_058954,8 8 21 21 21 21 21 21 26 26 21 21 21 21 26 26 17 17 17 17 17 17 21 26 17 26 13 26 17 17 17 26 26 17 17 26 ,0 0 0 1 1 0 1 1 0 0 0 0 0 0 0 0 1 0 1 1 0 1 1 0 1 0 1 0 0 0 0 0 0 1 0 0 
stuttgart_000124_000019,26 26 26 26 17 8 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 ,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
strasbourg_000001_062362,13 21 13 10 8 8 17 8 17 17 17 26 17 10 17 17 ,1 1 1 1 0 0 1 0 1 1 1 0 1 0 1 1 
cologne_000095_000019,21 26 26 26 26 26 26 26 26 26 26 26 26 26 17 21 17 26 26 26 8 26 17 17 17 26 26 17 17 26 17 26 26 26 17 26 26 26 17 26 8 17 26 17 33 21 17 17 17 26 21 26 26 17 33 33 17 17 ,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 1 1 0 0 0 0 1 0 0 0 0 
monchengladbach_000000_009930,8 8 21 21 21 21 17 17 17 17 17 17 17 17 33 33 33 26 26 26 17 17 17 17 21 17 17 17 21 8 17 17 17 8 17 21 17 8 21 21 17 26 26 17 26 17 17 17 17 21 17 12 21 17 17 26 26 8 8 17 17 17 ,0 0 1 0 0 0 0 0 0 1 1 1 0 1 1 1 1 0 0 0 1 1 1 1 1 1 1 0 1 0 1 0 1 0 0 1 1 0 0 1 0 0 0 0 0 1 1 1 1 1 1 1 1 0 0 0 0 0 0 1 1 1 
stuttgart_000113_000019,21 21 26 26 26 21 26 26 26 26 17 26 8 26 26 26 8 21 13 ,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 
krefeld_000000_030221,21 21 21 8 17 17 17 26 26 26 26 26 26 26 33 33 26 8 17 26 26 26 26 26 26 26 17 33 17 33 ,0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1 0 1 
hanover_000000_008200,8 8 8 8 21 17 17 17 21 17 17 17 17 26 17 17 17 26 26 26 8 17 26 33 17 17 17 26 17 17 17 17 17 13 17 ,0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 1 0 0 0 0 0 0 0 1 1 1 0 1 1 1 0 0 1 1 
krefeld_000000_005503,21 17 17 21 8 21 21 17 21 13 12 8 26 21 17 26 8 21 26 8 17 26 26 17 33 17 17 ,0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 1 1 0 
stuttgart_000030_000019,17 17 26 21 21 8 8 17 17 26 17 17 17 21 17 21 21 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 13 33 17 17 17 17 ,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 0 1 1 1 1 0 1 1 1 
hanover_000000_057710,26 26 8 8 26 12 21 26 26 33 17 33 17 21 17 33 17 17 26 26 17 26 17 17 17 17 17 17 26 26 26 26 26 17 17 17 17 17 17 26 12 17 26 ,0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 0 1 1 0 
stuttgart_000007_000019,21 21 21 17 17 8 8 21 12 17 12 26 12 26 21 13 17 26 17 13 17 13 8 21 26 26 26 17 ,0 0 0 0 0 0 0 0 0 1 1 0 0 0 1 1 1 0 1 1 1 0 0 1 0 0 0 0 
frankfurt_000001_015768,8 21 21 17 8 17 26 26 17 26 33 17 17 17 26 26 26 26 17 26 17 13 ,0 0 1 1 0 1 0 0 1 0 1 0 0 0 0 0 0 0 0 0 1 1 
dusseldorf_000207_000019,8 8 26 26 26 21 26 26 26 26 33 26 26 17 21 21 26 21 17 26 26 17 17 17 17 26 26 33 26 26 21 26 ,0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 1 0 0 1 0 
zurich_000084_000019,8 8 8 8 21 21 26 17 26 17 17 26 17 26 17 17 33 33 33 ,0 0 0 0 1 0 0 0 0 1 0 0 1 0 1 1 1 0 1 
munster_000149_000019,8 21 17 17 17 17 8 26 26 26 26 26 17 17 17 17 17 17 17 17 17 17 17 33 17 33 33 33 33 33 33 33 ,0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 1 1 1 1 1 
munster_000011_000019,21 26 26 26 26 26 26 26 26 17 8 21 26 26 17 17 17 17 21 21 21 17 17 8 26 33 33 33 33 33 33 ,0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 1 1 1 1 0 0 0 1 1 1 1 1 
aachen_000062_000019,21 21 21 17 21 21 17 21 21 13 8 33 8 8 8 8 8 26 8 26 26 26 26 26 26 33 26 33 26 17 17 17 17 26 26 26 17 26 ,1 0 0 1 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1 0 
hanover_000000_041610,21 26 8 26 13 21 26 26 17 17 17 17 17 17 17 17 17 17 17 26 26 26 26 26 26 26 26 17 17 17 21 17 17 21 26 17 21 ,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 
jena_000057_000019,8 8 8 17 26 26 17 17 33 33 33 ,0 0 0 1 0 0 1 0 1 1 1 
bochum_000000_025746,8 8 26 26 21 26 26 17 26 17 26 26 17 17 17 17 26 17 26 26 17 12 21 21 26 17 17 17 17 17 26 26 ,0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 1 1 1 1 0 0 0 
weimar_000007_000019,8 17 17 13 26 26 26 21 12 12 13 17 26 17 17 17 17 17 17 17 17 17 ,0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 1 1 1 1 0 0 
dusseldorf_000122_000019,8 8 8 17 17 17 17 17 17 17 17 17 21 21 21 21 21 17 17 21 17 21 21 21 21 17 26 26 21 26 17 17 17 17 17 17 17 17 21 21 17 17 17 21 17 21 ,0 0 0 1 1 1 1 0 1 1 1 1 1 1 1 1 0 1 1 0 1 1 1 1 1 1 0 0 1 0 1 1 1 1 1 0 0 0 0 0 1 1 1 0 1 0 
tubingen_000042_000019,21 8 8 21 21 21 21 12 21 21 12 17 33 21 21 12 17 21 21 21 8 26 26 21 13 13 26 26 26 33 ,0 0 0 0 0 0 0 1 0 0 1 0 1 0 0 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 
bochum_000000_001828,21 10 21 21 26 26 26 26 8 17 17 26 17 26 26 17 26 17 17 17 17 17 8 8 12 17 17 17 17 17 17 26 26 12 17 17 17 17 21 17 8 8 17 33 17 26 21 26 21 12 17 26 17 17 17 17 17 12 17 17 12 26 ,0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 1 0 0 0 1 0 1 0 0 0 1 0 0 0 0 0 1 0 0 1 0 0 0 1 1 1 1 1 0 
monchengladbach_000000_019500,8 8 12 21 17 17 17 26 26 26 26 17 17 17 33 17 17 26 ,0 0 1 0 0 1 1 0 0 0 0 1 1 1 1 1 0 0 
ulm_000081_000019,8 21 17 17 17 17 26 26 21 17 17 8 21 21 26 26 26 ,0 1 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 
hamburg_000000_030279,17 8 8 17 8 8 21 21 21 26 26 17 26 8 17 17 17 26 17 17 17 17 17 17 17 17 17 17 8 17 26 26 26 26 26 26 26 21 17 26 26 17 17 17 17 17 17 17 17 17 26 26 33 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 26 17 13 21 17 17 21 17 ,0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 1 1 1 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 0 1 1 
weimar_000030_000019,21 8 17 26 26 17 26 26 26 26 17 26 33 26 17 26 ,0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 
dusseldorf_000115_000019,8 8 17 17 17 17 21 21 17 21 17 17 26 26 26 17 17 21 33 33 17 21 17 17 17 17 17 17 17 17 17 21 21 17 17 17 8 8 21 21 17 17 17 17 17 17 17 17 21 21 17 17 21 26 26 17 17 17 ,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 0 0 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 
strasbourg_000000_014101,8 8 21 33 33 17 17 17 17 17 17 17 17 17 12 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 21 ,0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 0 0 0 1 1 1 0 0 1 0 
tubingen_000075_000019,21 8 13 17 21 26 17 17 21 26 26 26 26 26 26 26 26 33 ,1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 
aachen_000055_000019,8 8 13 21 8 21 8 17 26 13 13 17 26 26 17 21 ,0 0 1 1 0 1 0 0 0 1 1 1 0 0 0 1 
strasbourg_000001_000508,21 26 8 13 13 13 13 17 17 17 17 26 17 8 13 26 12 26 26 26 26 26 26 8 ,1 0 0 0 1 1 1 0 1 1 1 0 0 0 1 0 1 0 0 0 0 0 0 0 
jena_000060_000019,8 12 21 17 8 21 12 17 33 21 17 17 17 ,0 1 0 0 0 0 1 1 1 1 1 0 1 
frankfurt_000001_010600,21 21 17 17 17 17 17 17 33 26 26 17 17 17 21 26 26 26 8 13 26 26 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 ,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
stuttgart_000168_000019,21 8 8 17 21 17 17 17 17 17 8 21 17 17 17 17 17 18 21 17 26 26 26 21 17 17 17 17 17 18 26 13 17 17 17 8 17 26 17 17 33 26 26 26 17 17 33 ,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 1 1 0 1 1 0 0 0 1 0 0 1 0 0 0 0 1 0 0 
munster_000026_000019,8 8 8 21 17 21 21 17 17 17 26 26 26 17 26 21 26 17 21 17 17 17 17 17 17 21 17 26 17 17 17 26 26 17 17 26 26 8 21 17 17 33 33 33 33 33 33 33 33 33 ,0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 1 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 1 1 1 1 1 1 0 0 
weimar_000113_000019,8 21 13 12 17 17 17 13 17 17 17 17 17 17 17 17 17 17 33 8 26 26 26 26 21 26 26 26 17 26 26 26 26 26 26 21 17 ,0 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 
dusseldorf_000036_000019,8 21 21 21 8 21 21 21 17 17 21 17 17 13 17 17 17 33 17 17 17 17 17 26 33 17 17 13 12 17 8 17 17 17 17 17 17 ,0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 1 1 1 0 0 1 1 1 0 1 0 0 1 0 1 1 0 1 
frankfurt_000001_023235,8 8 26 26 21 26 21 21 21 17 17 17 12 17 12 17 17 17 12 17 21 21 ,0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 0 1 0 0 0 0 
hamburg_000000_090742,8 21 8 21 17 17 26 17 26 26 26 26 26 26 26 26 26 26 26 26 26 17 17 33 26 33 17 33 17 17 26 ,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 1 1 1 1 0 0 
munster_000105_000019,8 8 21 17 26 21 17 17 26 26 17 26 17 17 26 21 26 21 21 21 21 17 17 21 13 17 17 17 21 17 26 33 17 21 17 26 17 33 33 33 33 33 21 17 17 17 ,0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 
munster_000132_000019,21 8 21 17 17 21 17 17 17 17 17 17 17 26 26 17 17 17 17 17 21 17 17 26 26 26 26 26 26 26 26 26 26 8 21 21 17 17 26 8 17 17 17 17 17 17 17 26 26 26 ,0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 0 1 0 0 0 0 0 0 0 0 0 
hamburg_000000_087216,8 21 8 26 26 26 26 17 17 26 26 26 26 33 17 17 26 26 26 26 33 26 17 17 17 17 17 33 17 33 17 17 21 33 17 21 17 26 17 26 ,0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 1 1 0 0 1 0 1 1 1 0 0 0 0 
aachen_000141_000019,8 8 21 17 17 17 17 17 17 21 26 17 17 17 13 17 17 26 26 26 26 21 8 26 17 33 26 21 17 26 33 17 ,0 0 0 0 0 1 1 1 1 1 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 
weimar_000124_000019,21 21 21 8 17 17 13 26 17 21 17 17 8 17 21 17 26 17 21 21 8 17 21 21 21 13 17 26 26 17 21 21 ,0 0 1 0 0 0 1 0 1 0 0 1 0 1 0 0 0 0 0 0 0 1 0 1 0 0 1 0 0 0 0 0 
strasbourg_000000_030706,10 8 17 17 17 21 33 17 17 17 8 17 21 17 33 17 21 21 8 17 ,1 0 0 0 0 1 1 1 1 1 0 1 1 1 1 1 0 0 0 1 
strasbourg_000001_030839,17 12 13 21 33 33 17 17 21 8 8 17 17 17 17 17 17 17 26 26 ,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
tubingen_000020_000019,21 21 21 8 26 17 17 21 17 21 21 21 21 17 26 21 8 21 21 17 ,1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 
hamburg_000000_028608,8 8 17 21 21 21 21 21 21 21 17 26 26 26 26 17 21 33 17 17 17 17 17 17 17 17 21 17 17 17 17 17 17 17 17 17 17 17 17 12 12 17 21 21 33 17 17 17 17 17 17 21 17 33 33 8 17 17 ,0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1 1 0 0 0 1 1 0 1 1 1 0 0 1 1 1 1 1 1 1 0 1 1 0 0 1 1 
monchengladbach_000001_001531,8 8 8 8 21 13 17 17 17 17 17 17 21 17 17 17 17 17 21 26 ,0 0 0 0 0 1 0 0 1 1 1 0 1 0 1 0 0 0 0 0 
weimar_000065_000019,8 8 8 21 21 26 26 17 21 21 21 21 17 21 21 21 21 13 17 17 21 21 17 21 21 21 21 21 17 26 26 26 26 26 26 26 ,0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 
aachen_000000_000019,8 26 26 26 26 8 26 21 26 17 17 17 17 26 26 17 17 26 17 21 17 17 21 17 17 17 26 17 21 21 33 17 17 26 17 17 17 33 17 17 ,0 0 0 0 0 0 0 1 0 1 0 1 0 0 0 0 1 0 0 1 0 0 1 0 0 0 0 0 0 1 1 1 1 0 1 0 0 1 1 0 
strasbourg_000000_013322,8 8 17 26 17 17 17 12 21 21 21 17 17 17 17 17 17 26 17 17 21 21 17 12 12 8 17 17 17 17 17 26 17 17 17 17 17 21 17 17 26 26 26 26 17 26 21 21 33 33 17 33 33 33 33 33 17 17 33 17 17 17 17 33 33 17 17 ,0 0 0 0 1 0 1 1 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 1 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1 1 
jena_000035_000019,8 21 21 17 17 8 17 21 17 17 17 17 33 33 33 33 33 33 33 33 33 33 33 33 26 26 ,0 0 1 1 0 0 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 
hamburg_000000_082187,8 21 17 17 26 26 26 26 26 26 26 17 26 17 17 21 17 17 17 26 26 26 26 26 26 26 26 ,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 
munster_000073_000019,8 8 8 26 26 26 21 33 26 26 26 17 26 26 26 17 26 26 33 21 26 17 26 26 26 33 26 33 33 26 26 ,0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 1 1 0 1 0 0 0 1 0 1 1 0 0 
strasbourg_000001_038281,8 21 17 26 26 26 17 26 33 17 17 17 17 17 17 17 17 17 17 10 26 26 26 26 26 8 17 8 26 21 33 17 8 17 17 17 17 17 17 ,0 1 0 0 0 0 0 0 1 1 1 1 1 1 1 0 1 0 1 1 0 0 0 0 0 0 1 0 0 1 1 1 0 1 0 0 0 1 1 
krefeld_000000_014146,21 8 8 8 26 17 26 17 26 17 26 17 17 17 21 17 17 17 17 17 17 21 17 26 ,0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 1 1 1 1 0 0 0 0 
strasbourg_000001_005666,8 8 8 17 26 26 26 21 21 17 17 17 17 17 26 17 26 26 17 17 17 13 17 17 17 17 26 26 17 17 17 17 ,0 0 0 0 0 0 0 1 1 1 1 1 1 1 0 0 0 0 1 1 1 1 1 1 1 1 0 0 1 1 1 1 
