ID,LABEL
hanover_000000_048379,13 7 8 26 17 8 8 21 21 21 21 17 17 17 17 17 17 17 17 26 26 26 26 26 26 17 17 17 17 17 17 33 17 33 17 17 17 
darmstadt_000056_000019,26 7 21 21 26 26 26 26 8 8 21 12 26 26 26 26 26 26 21 21 17 17 17 17 17 33 26 8 13 17 17 26 17 21 
dusseldorf_000080_000019,7 8 8 8 8 21 17 17 17 17 17 17 17 13 13 26 21 17 26 26 21 17 17 26 26 17 17 21 17 17 13 26 26 
darmstadt_000061_000019,7 8 21 17 17 26 26 26 26 26 17 26 26 26 26 26 26 26 26 26 17 17 26 26 26 26 26 17 17 17 17 17 17 17 17 17 21 17 26 26 26 
frankfurt_000001_048654,7 8 8 21 17 21 17 17 21 21 17 17 26 26 26 26 17 26 17 17 17 26 26 26 26 26 26 17 17 17 26 26 26 17 21 33 17 33 17 21 17 17 17 17 17 17 17 21 8 17 
strasbourg_000000_029915,7 8 17 17 17 17 26 26 33 17 17 17 17 17 17 17 17 17 17 17 17 21 21 21 21 
frankfurt_000000_022797,7 21 21 8 8 8 26 26 26 17 26 12 13 26 17 21 12 21 17 17 17 26 26 26 21 13 12 17 17 26 26 26 26 26 21 17 17 17 17 
monchengladbach_000000_010733,7 17 21 26 8 17 21 26 26 26 17 17 17 17 21 21 8 12 21 21 17 26 26 26 26 17 17 
frankfurt_000001_041664,7 8 8 21 17 17 17 17 17 17 17 17 21 17 17 26 17 17 17 17 17 17 26 26 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 
aachen_000081_000019,17 17 8 17 17 26 7 21 8 17 17 17 17 26 17 17 21 26 21 21 17 26 26 26 26 26 21 21 26 21 26 26 26 26 26 26 21 26 7 17 17 
ulm_000062_000019,7 21 26 26 26 26 26 17 17 26 17 21 17 17 17 17 8 26 
tubingen_000096_000019,7 21 8 8 12 12 12 12 26 26 26 26 26 26 21 17 17 17 17 17 26 26 26 26 26 26 8 12 13 12 13 13 12 21 13 
monchengladbach_000000_010280,7 8 8 8 21 21 17 17 17 17 17 26 8 17 17 17 21 17 17 17 17 17 17 8 17 8 17 21 21 17 17 17 21 17 17 17 21 17 26 26 26 17 17 17 33 33 33 17 17 17 17 17 
ulm_000055_000019,7 8 26 21 17 26 17 17 26 26 17 17 8 21 17 17 17 17 26 26 26 26 26 21 26 17 21 12 17 17 17 26 26 26 21 13 
bremen_000300_000019,7 8 21 17 26 17 17 33 33 17 17 17 17 26 26 17 26 26 26 26 21 26 26 17 17 26 26 17 17 17 26 26 26 
jena_000083_000019,8 21 21 21 17 21 21 21 33 33 17 17 33 26 21 21 21 21 33 
zurich_000108_000019,7 21 21 8 21 21 17 17 17 21 17 21 26 17 21 17 21 21 17 17 17 21 13 13 12 17 13 17 21 21 17 17 26 17 
erfurt_000029_000019,7 8 12 26 21 8 26 17 26 26 26 17 26 26 26 26 26 17 17 26 17 33 21 17 17 
strasbourg_000000_010372,7 8 17 26 26 26 26 26 26 8 8 33 17 21 21 26 33 33 33 33 33 33 33 33 17 17 33 8 17 17 17 17 17 17 17 17 17 17 17 17 17 17 26 
strasbourg_000001_061685,13 7 8 8 17 17 21 13 8 17 17 26 17 17 33 17 33 33 33 17 17 17 17 17 17 33 17 
bremen_000223_000019,7 21 17 21 33 21 26 21 17 26 21 26 26 21 26 26 8 26 26 26 26 21 13 17 21 21 8 17 17 17 17 17 33 17 17 17 21 21 17 17 17 33 26 26 26 17 17 21 26 26 
strasbourg_000000_029281,7 8 8 21 17 21 8 17 21 33 26 33 26 17 33 17 33 33 17 17 
hamburg_000000_103856,26 7 8 26 17 26 8 21 26 26 21 26 17 26 21 21 21 21 21 21 21 17 21 21 21 26 26 26 21 26 26 26 26 26 26 26 26 17 26 21 26 21 17 26 21 17 17 13 13 12 17 26 17 17 17 21 17 17 17 26 26 33 33 8 17 17 21 
cologne_000119_000019,21 7 8 8 17 17 17 17 17 26 26 26 17 26 26 26 17 17 17 17 17 17 17 17 8 17 17 8 17 17 8 17 33 
bremen_000214_000019,7 21 26 26 26 17 21 26 26 21 21 26 26 26 17 17 26 21 21 21 21 26 26 17 21 21 21 8 13 26 
bremen_000069_000019,7 8 21 17 17 17 17 17 17 17 17 17 17 17 8 17 33 17 26 17 17 26 26 17 17 26 26 26 26 26 26 26 26 17 26 17 8 8 13 21 17 21 17 26 17 17 
darmstadt_000003_000019,7 8 13 21 17 21 8 17 26 26 26 26 26 17 17 21 17 17 17 17 17 17 17 17 17 26 26 26 26 26 26 33 17 
cologne_000108_000019,21 21 17 17 17 17 7 17 17 17 17 17 17 8 17 13 17 13 8 17 17 
bremen_000205_000019,7 21 21 8 21 21 21 17 26 26 17 17 7 26 26 26 26 26 26 26 33 21 26 26 26 17 17 8 17 21 17 17 26 8 26 26 26 21 21 17 17 17 17 17 17 17 21 
strasbourg_000000_025491,7 8 8 8 21 21 21 26 26 26 21 17 17 26 17 26 26 17 17 17 26 26 21 21 17 17 17 17 33 33 21 
strasbourg_000001_004745,7 8 8 17 17 33 17 17 17 17 17 26 26 26 26 26 21 13 17 17 17 17 17 17 17 17 18 17 
bremen_000078_000019,7 21 17 17 21 21 21 21 21 17 17 17 17 17 18 17 17 17 17 17 18 17 17 17 17 17 17 17 17 17 17 17 26 26 26 26 26 26 26 17 26 26 26 26 26 17 21 17 17 17 17 17 17 17 13 17 17 33 33 17 8 8 17 17 17 17 17 17 17 33 26 
krefeld_000000_010653,7 8 8 21 21 21 17 17 21 17 17 17 17 13 17 17 17 17 17 17 17 17 17 13 17 17 17 17 17 17 17 17 17 17 17 17 17 21 26 26 21 17 17 26 26 21 26 21 
darmstadt_000025_000019,7 8 21 17 17 17 17 17 21 17 26 26 26 26 26 21 26 26 17 8 12 17 26 26 8 17 17 17 17 17 26 21 17 17 13 21 13 17 17 17 17 12 17 17 17 17 17 17 
bremen_000232_000019,7 8 8 8 21 21 26 21 21 26 26 26 21 17 17 26 26 26 21 21 21 17 17 12 13 13 17 17 17 17 17 
ulm_000044_000019,21 17 17 17 26 26 21 17 17 21 17 17 7 26 26 26 21 26 17 17 21 17 21 8 26 26 26 26 26 
frankfurt_000001_061763,7 21 21 12 8 13 17 17 12 17 17 17 17 17 17 17 17 33 26 26 26 26 17 17 17 17 17 13 8 17 17 26 26 26 26 26 17 
monchengladbach_000000_007098,21 7 8 8 17 21 21 21 21 21 21 21 17 17 17 26 17 17 17 17 17 17 17 17 17 17 17 17 18 17 17 17 17 17 17 26 26 17 17 12 21 17 17 13 18 17 17 17 17 26 
bochum_000000_004748,7 8 8 17 26 26 21 26 26 21 21 21 21 21 21 26 21 21 21 21 26 26 21 21 26 21 21 21 26 26 26 21 21 26 26 26 26 26 26 26 17 26 
tubingen_000087_000019,21 12 17 17 17 26 26 7 8 12 13 17 17 17 17 17 17 17 17 17 17 21 26 26 26 26 26 26 26 26 26 26 26 
frankfurt_000001_067474,21 7 8 21 17 17 17 17 26 13 17 26 26 26 17 26 17 17 17 17 17 17 
bochum_000000_015645,7 8 12 8 26 21 26 26 17 17 17 17 17 17 17 17 17 17 17 21 17 17 17 17 21 21 21 21 17 17 17 17 17 17 26 26 17 17 17 26 17 17 17 17 17 33 17 17 17 17 17 17 17 17 17 
jena_000092_000019,7 8 8 8 8 21 21 21 17 21 13 21 21 17 17 17 13 21 17 17 17 26 26 33 17 26 17 21 17 21 21 17 26 26 12 26 
frankfurt_000001_010830,7 8 21 26 8 17 17 17 17 17 26 17 21 21 17 17 33 26 26 26 21 21 17 17 17 17 17 17 21 26 26 26 26 26 26 17 
zurich_000119_000019,7 8 8 21 21 21 17 17 21 17 21 21 12 17 17 21 12 17 13 12 26 17 17 17 17 21 17 17 
erfurt_000038_000019,7 8 8 26 26 26 26 26 26 17 21 17 33 26 33 26 17 26 26 
bremen_000311_000019,7 8 8 8 8 8 8 8 8 17 21 17 17 18 17 21 33 26 26 26 26 17 17 17 21 17 17 21 17 17 17 17 17 17 33 17 17 17 21 17 33 17 21 17 17 33 17 
hanover_000000_011971,21 7 17 8 26 26 17 17 26 17 17 26 17 17 17 17 17 17 17 17 26 26 26 17 17 17 17 26 26 26 17 26 17 17 17 17 17 26 26 17 26 26 26 26 26 17 26 21 26 
aachen_000090_000019,7 7 17 7 8 8 26 33 17 17 17 17 17 17 21 21 17 17 
hanover_000000_013814,7 8 8 17 21 17 21 21 17 17 26 26 26 26 26 17 17 26 26 17 17 26 17 33 17 17 17 17 17 17 17 17 17 17 26 17 26 17 17 26 17 17 17 17 
ulm_000073_000019,7 21 21 8 17 17 8 26 17 17 21 17 26 26 17 17 17 17 17 17 17 26 26 26 26 26 17 8 17 17 17 17 17 17 17 26 
hanover_000000_040294,8 8 7 8 12 17 17 17 33 21 33 33 21 18 17 17 17 21 17 33 17 17 17 17 17 17 17 26 17 26 26 26 17 21 17 17 21 17 21 17 21 17 17 17 17 21 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 
hamburg_000000_061790,7 8 21 21 21 17 21 26 26 26 17 17 17 17 17 17 17 17 17 26 26 26 26 17 17 17 17 21 26 21 26 21 21 26 13 26 21 21 21 17 21 21 17 17 17 21 17 21 21 17 17 17 21 17 17 21 17 17 21 17 21 26 
monchengladbach_000000_023489,21 21 7 17 17 17 26 26 26 26 26 26 26 26 26 26 26 26 26 26 17 17 17 17 17 8 26 26 26 17 26 21 
dusseldorf_000091_000019,8 7 8 17 21 26 8 17 17 21 17 17 17 17 26 8 21 8 26 33 17 17 17 17 18 17 8 8 17 17 17 17 26 8 17 17 
hamburg_000000_098862,7 21 21 17 17 17 17 17 17 21 26 26 26 21 26 26 17 26 26 26 26 26 26 17 21 17 8 8 17 21 26 26 26 21 21 17 26 26 26 21 26 26 26 21 17 21 26 26 17 26 17 17 17 21 21 33 
darmstadt_000070_000019,21 26 17 17 17 21 26 26 8 21 21 21 17 17 26 26 33 33 21 
bochum_000000_033331,7 8 8 26 21 17 17 17 26 17 17 17 17 26 17 26 26 26 26 13 
bremen_000267_000019,7 10 21 21 21 17 17 17 17 17 17 17 17 26 26 17 17 21 8 21 17 17 17 17 17 8 8 21 21 21 17 17 8 17 26 26 17 17 17 
bremen_000250_000019,7 8 21 21 17 26 26 26 26 26 17 26 8 17 26 26 26 17 17 17 26 17 33 33 17 8 21 26 17 26 26 17 17 17 21 17 17 17 21 33 17 17 17 26 
zurich_000058_000019,7 8 7 26 17 21 17 26 26 26 26 21 17 26 26 26 26 21 21 21 21 17 21 17 26 26 26 26 26 26 26 21 17 26 21 21 21 21 17 26 26 26 26 26 21 26 21 17 17 26 17 21 26 26 
darmstadt_000047_000019,8 7 8 10 21 21 21 17 13 17 13 17 13 17 26 26 26 26 26 26 26 26 17 26 26 26 26 17 17 26 26 26 17 26 17 21 17 21 17 17 26 26 26 26 26 26 26 17 
bochum_000000_015321,21 21 21 7 8 12 17 17 17 17 17 17 26 26 26 26 26 17 26 17 26 17 26 26 17 17 17 26 12 
dusseldorf_000185_000019,7 8 8 12 21 26 26 17 21 33 17 17 17 17 17 17 17 17 17 17 21 26 17 17 21 26 8 21 
ulm_000026_000019,21 21 26 17 17 17 17 7 8 21 8 17 17 17 8 17 26 17 21 17 21 21 26 26 26 26 26 26 26 
hamburg_000000_019373,7 8 8 17 8 26 17 17 17 21 17 33 17 17 33 17 33 33 33 33 
ulm_000011_000019,7 13 13 21 17 21 26 26 26 26 8 33 33 21 17 26 26 26 26 26 17 17 33 21 21 
bremen_000139_000019,8 7 21 26 21 26 26 26 26 26 26 26 26 21 17 21 17 21 17 17 21 21 17 21 17 17 8 8 21 26 26 26 26 17 8 21 33 17 17 
hanover_000000_024276,12 12 8 21 21 17 17 17 7 17 21 21 26 26 26 26 26 26 26 26 33 26 26 
weimar_000097_000019,7 8 8 17 17 21 17 17 17 17 17 17 17 17 17 17 
frankfurt_000001_042384,7 8 8 12 21 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 21 17 21 21 17 17 26 17 17 17 17 17 17 26 26 26 17 17 17 26 17 17 17 17 21 17 21 17 17 17 21 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 
munster_000081_000019,21 7 8 8 21 17 17 17 17 26 26 21 21 17 17 17 17 17 26 26 26 26 17 26 26 26 26 26 17 26 26 26 26 26 26 26 26 26 26 
cologne_000049_000019,21 7 17 17 17 26 26 26 26 26 26 26 26 26 8 17 26 26 26 21 8 17 17 17 17 17 26 17 26 26 17 17 26 17 26 26 26 26 21 26 17 17 26 26 26 13 8 17 26 8 17 17 26 33 33 17 33 33 33 33 33 33 33 33 33 17 17 17 17 17 
monchengladbach_000000_002255,7 8 8 21 21 17 17 17 17 17 17 17 17 17 17 17 17 17 26 26 26 26 26 26 26 17 17 12 17 17 17 17 17 17 26 21 17 17 17 17 17 17 
weimar_000068_000019,21 7 13 26 26 26 21 21 7 8 8 21 17 17 17 21 17 17 17 12 17 17 21 13 12 17 17 
erfurt_000092_000019,21 21 21 7 8 8 17 26 26 21 21 12 17 26 26 26 26 26 12 17 
hamburg_000000_016691,7 17 21 21 17 17 17 8 17 17 26 26 17 26 26 13 17 21 17 17 26 17 17 26 17 17 26 17 26 17 26 17 21 17 
stuttgart_000130_000019,21 7 26 26 26 8 26 13 17 26 26 21 26 26 26 17 26 
hamburg_000000_087822,7 8 8 8 8 21 26 26 26 17 17 26 33 26 17 26 26 26 26 26 26 33 17 17 21 21 21 21 21 17 17 17 21 17 13 17 13 26 17 26 26 26 26 26 26 21 17 21 33 17 26 26 26 17 21 21 33 33 17 21 21 
jena_000038_000019,7 21 21 21 8 21 8 12 21 17 17 17 26 26 17 26 17 17 17 26 17 17 17 17 17 13 21 17 17 13 12 21 17 26 8 12 21 17 17 17 17 13 17 8 13 26 26 17 
frankfurt_000001_041074,7 8 8 21 8 17 17 17 17 26 17 21 21 17 17 17 17 17 21 17 17 17 17 17 17 17 26 26 26 26 17 18 17 26 17 17 17 17 17 17 17 17 17 17 21 26 17 17 17 17 12 13 17 17 13 17 13 17 17 17 
cologne_000081_000019,21 21 17 17 7 8 8 8 26 17 21 21 17 17 33 17 17 17 17 17 17 17 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 33 33 
strasbourg_000001_048605,7 8 8 21 21 17 21 26 26 26 26 26 26 26 26 17 26 17 26 26 26 17 33 33 33 17 7 17 17 10 17 17 17 17 17 17 17 8 17 
munster_000049_000019,7 8 21 17 17 17 17 17 17 17 21 21 8 21 33 17 21 21 33 33 21 13 26 26 33 33 33 33 33 21 33 33 
strasbourg_000000_016311,7 8 8 21 21 21 17 13 12 12 21 17 17 17 17 17 17 17 17 17 17 17 17 
hamburg_000000_047390,21 21 7 8 8 8 21 8 8 21 21 17 17 21 21 21 17 26 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 17 21 21 21 21 21 26 21 21 17 17 21 21 21 17 21 17 26 26 17 21 17 21 21 17 17 17 17 17 26 26 26 17 17 33 17 17 33 33 33 21 
stuttgart_000107_000019,21 7 21 17 26 21 17 26 26 26 26 21 26 8 26 26 33 17 26 26 17 26 26 
hamburg_000000_071150,26 21 7 21 8 21 17 8 17 17 17 21 17 17 17 17 13 26 33 17 17 17 17 17 17 26 26 12 8 13 26 17 
bochum_000000_007651,7 8 8 21 26 21 17 21 17 17 17 17 26 26 26 17 26 17 8 26 26 17 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 21 17 26 26 17 26 
stuttgart_000024_000019,21 21 21 21 21 7 8 26 26 21 8 21 12 17 21 17 17 17 17 17 17 21 17 26 12 17 8 17 17 17 21 17 8 21 21 33 17 17 17 17 26 21 21 17 17 
aachen_000119_000019,7 26 26 26 8 26 26 26 26 26 26 21 17 26 26 17 26 26 26 17 21 33 17 26 21 21 8 17 33 17 17 17 26 17 17 26 17 26 17 17 17 17 17 17 26 17 17 17 
dusseldorf_000059_000019,7 21 8 17 17 26 17 17 26 17 17 17 26 17 17 17 17 17 21 21 33 17 17 17 17 17 17 21 17 26 26 26 26 26 26 26 26 26 26 21 26 26 26 26 26 26 26 26 26 
tubingen_000139_000019,7 21 21 17 17 8 12 8 21 26 17 17 17 17 17 8 17 17 21 21 17 17 17 17 13 26 21 8 17 
hanover_000000_015849,21 7 8 8 8 21 26 17 26 17 17 26 26 17 17 26 17 17 33 21 33 17 17 26 17 33 26 26 17 17 17 17 26 26 17 26 17 17 17 26 26 17 26 17 17 21 26 26 
stuttgart_000013_000019,7 21 26 21 26 26 8 12 8 17 13 17 17 26 8 12 8 17 12 26 26 17 17 17 17 26 17 8 17 12 26 
strasbourg_000000_036016,7 21 21 21 21 21 8 21 13 21 
dusseldorf_000213_000019,7 8 21 17 17 17 17 17 17 17 17 17 17 17 17 21 21 17 17 17 17 17 21 17 17 17 17 17 17 17 26 17 17 21 17 17 17 17 26 21 26 26 26 26 17 21 26 26 
zurich_000090_000019,7 8 26 21 26 26 26 26 21 17 26 26 26 26 26 26 17 26 17 17 26 26 26 26 26 26 26 26 26 26 33 33 33 
bremen_000298_000019,7 8 21 17 17 17 17 17 17 26 26 17 26 26 26 17 17 17 17 17 21 17 26 26 21 33 
strasbourg_000001_036697,7 10 8 8 21 26 21 21 8 21 21 26 26 17 17 17 26 17 26 21 8 17 17 17 17 17 33 
hanover_000000_027390,7 8 21 33 17 33 8 33 33 21 33 17 17 33 33 17 17 17 17 17 8 17 17 21 17 21 21 26 17 26 26 
strasbourg_000001_025833,7 8 8 33 21 17 17 17 26 17 17 17 17 21 26 26 26 26 26 17 17 26 26 17 26 26 26 26 26 26 26 26 17 
stuttgart_000152_000019,21 21 7 8 21 8 26 26 26 26 26 26 26 26 
bochum_000000_021325,7 8 8 8 21 13 21 26 26 17 17 17 26 26 26 26 26 26 17 17 13 26 21 8 17 17 17 17 21 17 17 17 17 21 26 26 26 26 17 21 21 
hamburg_000000_054850,7 21 8 17 17 17 17 17 12 8 26 17 17 21 13 13 33 33 33 33 
bremen_000193_000019,7 8 8 17 17 21 26 26 26 17 21 17 21 26 17 26 26 26 17 17 26 17 26 17 17 26 21 17 26 17 26 17 17 17 17 17 17 17 17 17 17 17 17 17 17 21 21 17 
tubingen_000078_000019,7 8 17 17 17 17 13 17 33 33 33 17 33 33 33 17 17 
dusseldorf_000118_000019,7 8 7 26 21 17 17 17 17 17 21 21 17 26 17 33 17 17 17 21 26 17 17 17 17 17 21 21 21 17 17 17 17 26 17 21 17 17 26 26 26 26 17 26 
aachen_000058_000019,21 7 8 21 8 21 8 26 26 17 26 26 26 17 17 26 26 17 26 26 26 17 26 17 26 26 26 17 26 26 17 26 17 17 26 17 17 21 
stuttgart_000165_000019,21 21 21 26 26 21 12 7 8 8 8 17 17 17 17 17 17 17 17 17 17 17 17 17 17 
krefeld_000000_016342,13 8 7 8 8 21 17 17 17 17 17 17 17 17 8 17 17 13 17 13 21 21 17 21 17 17 17 17 13 17 17 17 21 13 17 8 17 17 17 17 17 8 
bochum_000000_031687,7 8 8 8 8 21 8 17 17 17 17 17 26 21 21 21 21 17 17 17 17 26 26 17 13 17 17 17 21 
stuttgart_000046_000019,21 33 17 26 26 7 13 26 26 26 17 8 13 26 26 
munster_000108_000019,7 21 8 26 26 26 17 17 17 17 17 17 17 17 26 26 21 17 26 8 21 17 17 8 17 17 17 17 12 21 12 21 21 17 26 26 26 17 21 21 17 17 26 26 26 26 33 12 13 12 13 13 13 13 13 13 13 
frankfurt_000000_021667,7 21 21 8 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 26 26 26 17 17 17 17 18 26 17 17 17 26 26 26 26 26 8 21 18 17 26 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 33 17 
frankfurt_000001_058914,7 8 17 21 17 17 17 26 17 26 26 8 33 17 33 26 26 8 8 17 17 17 17 17 17 17 17 17 17 17 17 8 17 17 17 17 17 26 17 17 17 17 17 17 8 17 26 17 17 17 17 
stuttgart_000071_000019,7 8 21 17 17 26 26 26 26 17 26 8 17 17 33 17 21 17 17 17 17 17 17 
strasbourg_000000_025268,7 13 26 26 26 26 8 8 26 21 21 21 26 26 21 26 26 26 17 21 21 21 17 17 33 17 17 26 26 26 26 26 26 26 13 26 17 13 26 26 26 26 26 26 13 21 26 21 17 17 17 17 33 
strasbourg_000001_023271,7 21 8 8 8 17 26 21 26 26 26 21 17 33 33 17 33 17 17 8 26 26 17 17 17 17 26 26 17 17 17 26 26 33 17 17 17 26 26 26 17 26 17 26 26 17 26 26 26 26 26 26 26 26 26 21 26 26 26 
weimar_000129_000019,7 8 26 17 21 21 17 17 21 21 21 17 21 26 8 17 21 
bremen_000087_000019,21 7 8 26 26 17 21 26 21 26 17 17 33 21 17 17 26 26 26 
hamburg_000000_103075,17 21 13 7 8 17 26 17 17 12 17 26 17 17 17 17 17 21 17 17 21 17 21 13 21 21 17 17 17 21 17 17 17 21 17 17 17 33 33 17 18 17 
erfurt_000013_000019,7 21 8 21 26 26 21 17 26 17 21 26 26 13 26 17 21 17 26 26 8 21 17 21 17 21 17 26 17 26 26 26 26 26 17 26 13 26 21 17 17 8 
cologne_000037_000019,7 8 21 21 17 17 17 21 26 17 17 17 17 17 21 17 17 17 17 18 17 17 17 13 18 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 13 26 8 17 
frankfurt_000001_008688,7 8 26 17 17 17 17 17 8 17 8 17 26 17 17 17 17 17 8 17 17 26 26 21 26 26 8 17 17 17 17 17 17 17 17 17 26 17 17 17 17 13 12 12 12 12 12 17 17 
bremen_000147_000019,7 17 17 17 21 17 17 17 17 17 17 21 26 26 26 26 17 26 21 17 8 10 8 17 17 17 17 17 17 21 13 21 17 8 13 26 26 
bochum_000000_005537,7 8 8 21 21 21 17 21 21 26 26 21 26 26 26 26 26 17 33 17 13 17 13 12 21 21 21 26 21 17 8 17 21 17 17 26 26 13 21 26 26 17 17 17 17 
bremen_000170_000019,8 7 8 8 8 12 21 17 26 26 17 17 17 21 21 17 17 17 17 17 17 21 26 21 17 17 26 21 17 12 17 17 17 17 17 17 
ulm_000058_000019,21 7 17 17 21 17 17 26 8 8 26 26 26 26 17 33 17 8 26 26 21 17 26 17 21 21 17 17 17 21 17 17 17 17 17 21 33 33 21 
cologne_000000_000019,21 21 7 17 8 26 26 21 8 21 26 17 26 17 17 17 17 17 17 26 17 26 17 13 21 21 17 17 17 21 26 26 17 26 26 17 17 17 
stuttgart_000186_000019,7 21 13 26 17 17 21 17 26 26 21 21 17 17 17 17 17 17 8 17 26 21 26 17 17 17 17 17 17 17 8 17 17 17 17 
zurich_000105_000019,8 7 21 8 21 12 12 13 17 17 17 17 18 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 26 26 17 17 17 17 17 17 17 17 17 26 26 26 17 26 26 26 26 26 26 17 17 17 13 26 26 26 26 26 
erfurt_000024_000019,7 21 8 8 8 21 13 17 17 17 17 17 17 17 17 17 18 17 17 17 17 17 17 17 17 17 17 17 17 17 17 26 26 26 26 26 26 26 26 17 17 13 17 21 12 17 17 17 
hanover_000000_044622,7 21 26 8 26 21 17 26 26 26 26 21 17 12 21 21 26 26 21 26 21 21 17 17 17 17 17 17 26 17 17 17 33 17 26 21 17 17 
darmstadt_000039_000019,7 8 8 21 17 17 13 13 17 17 26 21 26 17 33 17 21 12 21 
bremen_000053_000019,7 8 17 18 21 17 26 8 17 
cologne_000123_000019,7 8 26 26 17 21 17 21 21 17 17 17 17 17 21 17 17 17 21 26 17 33 33 17 17 
hanover_000000_000712,7 8 21 17 17 17 17 26 12 21 17 8 21 8 21 21 17 13 26 26 26 26 26 26 26 17 17 26 26 26 26 26 26 26 26 
zurich_000026_000019,7 8 21 21 17 17 21 17 21 21 21 21 17 17 17 17 17 17 17 17 17 26 26 26 26 26 26 26 26 26 26 26 26 17 26 17 33 17 17 21 17 26 17 21 26 26 17 26 33 
zurich_000011_000019,7 8 21 21 8 17 21 26 17 17 26 17 17 21 21 26 26 17 17 17 21 21 17 17 33 33 21 26 21 17 26 26 17 33 
stuttgart_000092_000019,7 8 21 26 26 26 26 26 26 21 17 12 13 17 17 21 
cologne_000114_000019,21 21 21 7 17 8 17 26 26 8 17 17 17 13 17 17 17 26 26 26 26 21 17 17 17 17 21 26 26 17 17 26 17 17 17 17 26 26 26 17 26 26 26 26 21 21 17 26 17 33 
bremen_000219_000019,7 21 21 21 33 17 17 17 26 26 26 26 17 21 17 21 17 21 21 17 17 26 8 26 17 17 21 17 17 17 8 21 17 21 17 17 17 26 26 26 26 17 17 17 17 26 26 26 17 26 26 8 26 17 17 17 17 17 17 21 17 26 26 
bremen_000064_000019,7 8 8 21 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 21 17 26 26 17 26 17 17 17 21 17 17 
hamburg_000000_029676,7 21 17 17 21 21 8 8 8 13 13 8 7 17 26 17 17 17 17 13 17 17 17 17 17 17 17 21 17 17 17 17 
frankfurt_000001_062653,7 8 8 17 26 17 21 17 17 21 17 26 26 26 17 17 17 26 8 17 17 17 17 17 17 17 17 17 17 33 33 
bremen_000125_000019,21 7 26 21 26 26 8 21 26 17 17 21 26 21 26 
cologne_000055_000019,21 21 17 17 17 17 7 26 26 17 21 21 26 26 17 26 17 26 26 21 17 8 21 17 26 17 26 21 26 17 17 17 26 17 17 21 26 26 17 26 21 33 13 26 17 26 17 13 21 17 17 26 17 26 8 17 26 33 33 33 33 33 33 
erfurt_000071_000019,7 8 8 17 21 21 17 17 21 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 33 17 17 17 26 26 26 26 
erfurt_000046_000019,7 17 17 21 13 8 21 12 21 8 8 17 21 17 17 21 18 21 
hamburg_000000_050160,7 8 8 8 8 17 17 33 17 33 17 17 17 17 17 17 17 17 26 26 17 17 17 26 26 17 17 26 26 26 26 26 17 
strasbourg_000000_021231,21 17 8 13 17 17 13 13 13 13 12 13 21 26 12 8 13 13 26 17 26 17 17 21 17 7 8 17 8 26 
bremen_000112_000019,7 21 13 13 12 8 17 21 17 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 
dusseldorf_000199_000019,7 8 8 8 21 12 17 26 17 17 12 26 17 17 17 17 17 26 12 17 17 13 26 8 17 17 17 8 17 17 17 17 17 17 
zurich_000044_000019,7 8 21 12 8 17 17 21 17 26 17 17 17 17 17 17 17 17 17 17 26 17 33 33 33 
cologne_000141_000019,7 21 17 8 17 26 17 8 17 17 17 17 17 21 17 17 17 17 17 8 17 17 17 21 17 17 17 17 17 17 17 21 8 17 17 17 17 17 17 17 26 26 26 26 26 26 26 26 26 26 26 26 17 26 17 17 17 17 17 17 17 17 17 17 17 17 33 21 
bremen_000031_000019,7 21 21 17 8 8 8 17 17 26 26 17 33 17 21 17 21 33 33 26 17 
strasbourg_000001_036480,21 7 10 26 8 21 21 21 26 8 26 21 26 17 17 33 17 17 8 10 17 21 8 21 17 33 17 33 17 17 17 
bremen_000006_000019,7 8 21 17 21 17 17 8 21 17 17 26 26 17 17 26 17 21 17 17 17 26 17 17 17 8 33 21 17 17 17 17 17 26 26 26 17 17 17 17 
zurich_000073_000019,7 8 8 8 8 26 17 33 17 17 17 13 17 21 26 17 26 26 26 17 17 21 
dusseldorf_000072_000019,7 21 17 17 17 8 17 21 21 17 17 17 17 17 26 26 13 21 26 26 13 8 12 12 17 21 33 17 21 21 21 17 17 17 33 17 17 33 17 
tubingen_000112_000019,7 8 21 12 17 17 17 17 17 17 
bremen_000284_000019,7 8 21 21 26 26 8 17 26 17 26 17 17 21 26 26 26 26 17 
